Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,price,url,Final de placa
"Carros, vans e utilitários",FIAT GRAND SIENA ESSENCE DUAL. 1.6 FLEX 16V,FIAT,Sedã,2015,155000,1.6,Flex,Automático,Hidráulica,Branco,4 portas,60121000,Fortaleza,Aldeota,35990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-2015-890068517,6
,,,,,,,,,,,,,,,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-2008-completo-898676664,
"Carros, vans e utilitários",TOYOTA ETIOS X 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2015,78,1.3,Flex,Manual,Elétrica,Prata,4 portas,60841605,Fortaleza,Messejana,34500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/etios-hb-x-2015-897933545,9
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2014,94521,1.0,Flex,Manual,Hidráulica,Prata,4 portas,60810786,Fortaleza,Salinas,32900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-trendline-1-0-2014-881762123,8
"Carros, vans e utilitários",HONDA FIT DX 1.4 FLEX 16V 5P MEC.,HONDA,Hatch,2013,108000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,60810786,Fortaleza,Salinas,35900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2013-dx-1-4-mec-869519145,3
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,53000,1.0,Flex,Manual,Elétrica,Branco,4 portas,60822498,Fortaleza,Cidade dos Funcionários,44800.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-flex-ano-2018-completo-tela-multimidia-muito-novo-838591789,6
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Hatch,2007,100000,1.0,Flex,Manual,Hidráulica,,4 portas,60420775,Fortaleza,Montese,15900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-hatch-maxx-2007-completo-aceito-troca-898676211,
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0  TDI DIES,TOYOTA,,2008,1,,,,,,,60020180,Fortaleza,Benfica,82900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srv-3-0-diesel-2008-muito-nova-881569616,
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2015,0,1.0,Flex,Manual,Hidráulica,Preto,4 portas,60710410,Fortaleza,Parangaba,27500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/classic-15-847245915,0
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,,2018,23000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,62040370,Sobral,Alto da Brasília,45900.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-mpfi-joy-8v-flex-4p-manual-885525366,0
,,,,,,,,,,,,,,,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-898675525,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,60000,1.0,Flex,Manual,Elétrica,Branco,4 portas,60810786,Fortaleza,Salinas,44900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-2018-892315914,8
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2019,12000,1.6,Flex,Automático,Elétrica,Cinza,4 portas,60810786,Fortaleza,Salinas,92900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kicks-sv-extra-unica-dona-848266048,8
"Carros, vans e utilitários",TOYOTA YARIS XL SEDAN 1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2019,49800,1.5,Flex,Manual,Elétrica,Cinza,4 portas,60140061,Fortaleza,Centro,68900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/yaris-sedan-xl-manual-2019-2019-877653571,7
"Carros, vans e utilitários",MITSUBISHI OUTLANDER 2.0 16V 160CV AUT.,MITSUBISHI,,2016,82000,,Flex,Automático,,Preto,4 portas,60813730,Fortaleza,Engenheiro Luciano Cavalcante,89900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/outlander-2016-876689312,
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2008,130000,1.0,Flex,Manual,Hidráulica,,4 portas,60420775,Fortaleza,Montese,14900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2008-1-0-completo-aceito-troca-898675591,
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER PREMIER 2.8 TB DIESEL AUT.,GM - CHEVROLET,SUV,2020,14850,2.0 - 2.9,Diesel,Automático,Elétrica,Vermelho,4 portas,60810035,Fortaleza,Guararapes,238700.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-gm-trailblazer-2-8-premier-19-20-4x4-16v-turbo-diesel-861056651,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI 140CV MEC.,VW - VOLKSWAGEN,Hatch,2014,85000,1.4,Gasolina,Manual,Elétrica,Branco,4 portas,60025120,Fortaleza,Centro,80000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-manual-tsi-1-4-876474933,0
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2014,126000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,60810786,Fortaleza,Salinas,34900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-itrend-1-6-g2-2014-848062233,
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,Hatch,2021,0,1.0,Flex,Automático,Elétrica,Preto,4 portas,60025062,Fortaleza,Fátima,114500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nivus-highline-entrega-imediata-875081001,
"Carros, vans e utilitários",RENAULT DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2020,27000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,60192194,Fortaleza,Cocó,69900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-1-6-expression-2020-manual-completa-ipva-free-872212672,0
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,Van/Utilitário,2015,170000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,60749020,Fortaleza,Prefeito José Walter,42000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-cs-2015-898674339,7
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Passeio,2018,47279,1.0,Flex,Manual,,Vermelho,4 portas,60810786,Fortaleza,Salinas,48900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-up-move-1-0-total-flex-12v-5p-886990392,4
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2010,120000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,60540472,Fortaleza,Granja Lisboa,20500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-economy-1-0-2010-completo-898673223,4
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2021,4000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,61880000,Itaitinga,,132000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-21-21-4-mil-km-132-00-889982283,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRACK 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2018,51000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,63200000,Missão Velha,,47000.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/gol-g7-track-1-0-898672200,4
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,,2016,53658,1.4,Flex,Automático,,Prata,4 portas,60120001,Fortaleza,Aldeota,52900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-mpfi-ltz-8v-flex-4p-automatico-889601713,0
"Carros, vans e utilitários",JEEP RENEGADE TRAILHAWK 2.0 4X4 TB DIESEL AUT,JEEP,SUV,2021,0,2.0 - 2.9,Diesel,Automático,Elétrica,,,60175047,Fortaleza,Papicu,152590.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renegade-trailhawk-2-0-turbo-diesel-21-21-890814677,
"Carros, vans e utilitários",RENAULT DUSTER EXPRESSION1.6 FLEX 16V AUT.,RENAULT,Passeio,2018,61400,,Flex,Automático,,,4 portas,60170250,Fortaleza,Meireles,66900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-2018-2018-1-6-16v-sce-flex-expression-x-tronic-843638035,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1000 MI 4P,VW - VOLKSWAGEN,Hatch,1997,143000,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,60541012,Fortaleza,Granja Portugal,7000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g2-97-898671827,7
"Carros, vans e utilitários",FORD KA,FORD,,2018,32000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,60175045,Fortaleza,Papicu,40990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-ti-vct-flex-se-manual-889398194,5
"Carros, vans e utilitários",GM - CHEVROLET JOY PLUS BLACK ED.1.0 8V 4P FLEX MEC,GM - CHEVROLET,Sedã,2021,0,1.0,Flex,Manual,Elétrica,,4 portas,60415510,Fortaleza,Aeroporto,64790.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/joy-plus-black-edition-2021-2021-emplacamento-gratis-fortaleza-ceara-829399143,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2014,69603,1.4,Flex,Manual,Hidráulica,Preto,4 portas,60440116,Fortaleza,Demócrito Rocha,42900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-lt-1-4-2014-14-878377782,0
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2015,78000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,60810160,Fortaleza,Guararapes,32900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-894438881,8
"Carros, vans e utilitários",RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,RENAULT,Hatch,2022,0,1.0,Flex,Manual,Hidráulica,Branco,4 portas,60175047,Fortaleza,Papicu,63990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-zen-1-0-21-22-0-de-entrada-uber-melhor-oferta-869516585,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Passeio,2019,51124,,Flex,Manual,,,4 portas,60810786,Fortaleza,Salinas,46900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-0-mpfi-joy-8v-flex-4p-manual-853805231,4
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,32000,1.0,Flex,Manual,Elétrica,Branco,4 portas,60851025,Fortaleza,Alto da Balança,52900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-lt-1-0-2019-licenciamento-e-ipva-2021-pagos-869743443,0
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Passeio,2020,33730,1.4,Gasolina,Manual,,Branco,4 portas,60025062,Fortaleza,Fátima,58900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-working-hard-1-4-fire-flex-8v-cs-885333889,6
"Carros, vans e utilitários",FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,FIAT,Passeio,2020,27214,,Flex,Manual,,,4 portas,60810786,Fortaleza,Salinas,77900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/dobl-2019-2020-1-8-mpi-essence-7l-16v-flex-4p-manual-844442415,8
"Carros, vans e utilitários",MITSUBISHI L200 GLS SPORT 2.5 4X4 121CV CD DTI DIES,MITSUBISHI,Pick-up,2005,135000,3.0 - 3.9,Diesel,Manual,Hidráulica,Prata,4 portas,60862595,Fortaleza,Barroso,42500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/l200-2005-extra-898670599,0
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1000 (MODELO ANTIGO),VW - VOLKSWAGEN,Passeio,1997,6000543,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,61601340,Caucaia,Padre Romualdo,8000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-se-gol-97-98-todo-em-dias-transferencia-na-mao-898670296,7
"Carros, vans e utilitários",FIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT.,FIAT,Pick-up,2022,0,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,4 portas,60415510,Fortaleza,Aeroporto,142280.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-pra-cnpj-pre-venda-direto-de-fabrica-895493712,3
"Carros, vans e utilitários",HYUNDAI HR 2.5 TCI DIESEL (RS/RD),HYUNDAI,Passeio,2022,0,,Diesel,Manual,,,2 portas,60120000,Fortaleza,Meireles,136990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hr-2-5-longo-sem-cacamba-4x2-16v-130cv-tur-829828006,
"Carros, vans e utilitários",FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,Hatch,2018,30000,1.0,Flex,Manual,Elétrica,Branco,4 portas,60192105,Fortaleza,Cocó,39900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-2018-891329888,6
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,TOYOTA,,2021,0,,Diesel,Automático,,Cinza,4 portas,60810001,Fortaleza,Guararapes,391900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-2021-2-8-d-4d-turbo-diesel-srx-7l-4x4-automatico-890059002,
"Carros, vans e utilitários",FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2013,0,1.6,Flex,Manual,,Cinza,4 portas,60170002,Fortaleza,Aldeota,32000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-grand-siena-1-6-essence-2013-872551542,1
"Carros, vans e utilitários",PEUGEOT 2008 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,SUV,2021,3000,1.6,Flex,Automático,Elétrica,Preto,4 portas,60055403,Fortaleza,Fátima,84986.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/2008-allure-1-6-aut-85-9-865898212,2
"Carros, vans e utilitários",FIAT PALIO WAY 1.0 FIRE FLEX 8V 5P,FIAT,Hatch,2015,75000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,60832402,Fortaleza,Lagoa Redonda,32900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-way-2015-completo-898669771,4
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,SUV,2021,0,1.0,Flex,Automático,Elétrica,Cinza,4 portas,60140061,Fortaleza,Centro,116900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nivus-21-21-entrega-imediata-847528588,0
"Carros, vans e utilitários",NISSAN VERSA SENSE 1.6 16V FLEX AUT,NISSAN,Sedã,2021,0,1.6,Flex,Automático,Elétrica,Branco,4 portas,60175047,Fortaleza,Papicu,91240.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/novo-versa-sense-cvt-fortnissan-elano-pedrosa-893371230,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO CLASSIC/ SPECIAL 1.8 MI,VW - VOLKSWAGEN,Sedã,1999,100000,1.8,Gasolina,Manual,Hidráulica,Preto,4 portas,60000000,Fortaleza,Centro,5500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-classic-99-898669256,1
"Carros, vans e utilitários",PEUGEOT 2008 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,Hatch,2016,67000,1.6,Flex,Automático,Elétrica,Branco,4 portas,63024010,Juazeiro do Norte,São José,53990.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-alure-automatico-2016-866711756,2
"Carros, vans e utilitários",FYBER BUGGY 2000W 1.6 8V,FYBER,,1988,100,,Gasolina,Manual,,Azul,,62850000,Cascavel,,31000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/buggy-fyber-898669173,4
"Carros, vans e utilitários",TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,21000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,60326500,Fortaleza,Monte Castelo,0.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-2-0-xrs-2019-889600982,8
"Carros, vans e utilitários",TOYOTA ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,Sedã,2019,11334,1.5,Flex,Automático,Elétrica,Cinza,4 portas,60455410,Fortaleza,Parquelândia,64800.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-ethios-x-plus-2018-2019-apenas-11-334-km-unica-dona-869818693,9
"Carros, vans e utilitários",JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,Passeio,2020,32000,1.8,Flex,Automático,,Cinza,4 portas,60810786,Fortaleza,Salinas,91000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-4x2-flex-16v-aut-884115977,4
"Carros, vans e utilitários",NISSAN MARCH S 1.0 12V FLEX 5P,NISSAN,Hatch,2016,90000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,60348300,Fortaleza,Vila Velha,34900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-1-0-895869353,6
"Carros, vans e utilitários",TOYOTA COROLLA CROSS XRE 2.0 16V FLEX AUT,TOYOTA,SUV,2022,1,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,60811341,Fortaleza,Edson Queiroz,163900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-cross-xre-2-0-2022--0km-874626500,0
"Carros, vans e utilitários",MITSUBISHI L200 TRITON SPORT HPE-S 2.4 CD DIES. AUT,MITSUBISHI,Passeio,2019,73245,,Diesel,Automático,,,4 portas,60810786,Fortaleza,Salinas,178900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-2018-2019-2-4-16v-turbo-diesel-sport-hpe-s-cd-4p-4x4-automatico-847687827,1
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,Sedã,2015,85800,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,60831370,Fortaleza,Lagoa Redonda,61900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-honda-civic-2015-lrx-897463245,1
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Passeio,2020,37673,,Flex,Manual,,,2 portas,60810786,Fortaleza,Salinas,72900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiorino-2019-2020-1-4-mpi-furgao-hard-working-8v-flex-2p-manual-864042745,5
"Carros, vans e utilitários",FIAT PALIO ELX 1.0 MPI FIRE 16V 4P (25 ANOS),FIAT,Hatch,2001,220000,1.0,Gasolina,Manual,Hidráulica,Verde,4 portas,61900670,Maracanaú,Jereissati I,13500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-elx-897068711,8
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2013,106000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,60813460,Fortaleza,Engenheiro Luciano Cavalcante,36900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-2013-sl-manual-top-857229005,
"Carros, vans e utilitários",FIAT UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P,FIAT,Hatch,2015,300,1.0,Flex,Manual,Hidráulica,Preto,4 portas,60125121,Fortaleza,Dionisio Torres,25000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-vivace-flex-3p-898670815,2
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2019,50000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,2 portas,60192024,Fortaleza,Cocó,169590.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hilux-cd-std-power-pack-mt-4x4-2-8-777356942,0
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2013,80000,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,60455410,Fortaleza,Parquelândia,62900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2013-carro-extra-885511719,7
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Passeio,2019,30701,1.4,Flex,Manual,Hidráulica,Branco,4 portas,60025062,Fortaleza,Fátima,66900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-furgao-work-hard-1-4-flex-8v-2p-889829504,1
"Carros, vans e utilitários",FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,Hatch,2015,131000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,60810240,Fortaleza,Guararapes,32900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-fire-1-0-2015-889325148,7
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,Pick-up,2015,1,3.0 - 3.9,Diesel,Automático,Hidráulica,Azul,4 portas,60440093,Fortaleza,Demócrito Rocha,118000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ranger-2015-xlt-automatica-4x4-895009036,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2020,36000,1.6,Flex,Manual,Elétrica,Branco,4 portas,60055401,Fortaleza,Fátima,0.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-msi-1-6-2020-completo-892594427,5
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL,FORD,Pick-up,2020,21000,3.0 - 3.9,Diesel,Automático,Elétrica,Cinza,4 portas,60120024,Fortaleza,Aldeota,209990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ranger-xlt-3-2-at-874593465,3
"Carros, vans e utilitários",LAND ROVER DISCOVERY3 SE 2.7 4X4 TDI DIESEL AUT.,LAND ROVER,SUV,2009,88028,2.0 - 2.9,Diesel,Automático,Hidráulica,Azul,4 portas,63010020,Juazeiro do Norte,Centro,75900.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/discovery-3-2009-09-2-7-se-apenas-88-000km-892227493,0
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! HIGH 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2016,96000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,60833175,Fortaleza,Sapiranga,0.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-up-tsi-2016-892486463,0
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. MAXX 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2006,100000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,61636425,Caucaia,Alto do Garrote,13500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-maxx-completo-898663203,5
